Bioproject,Run,Agent,Assay_Type,AvgSpotLen,Bases,BioSample,Bytes,Cell_type_line,Center_Name,Consent,DATASTORE_filetype,DATASTORE_provider,DATASTORE_region,Experiment,GEO_Accession_exp,Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample_Name,Source_Name,SRA_Study,Genotype,Infection,Tissue,iav_strain,Molecule_Subtype,Treatment,treatment_time,Biomaterial_Provider,siRNA,Donor,Post_Preatment,Time_Point,Patient_Number,Condition
PRJNA776746,SRR16676559,,RNA-Seq,100,4482589000,SAMN22818795,1364057930,Human airway epithelial cells,WYSS INSTITUTE,public,"fastq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",672447,GSM5663511,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663511,Human airway epithelial cells,SRP344018,,control,,,,,4 hr,,,,,,,NHB
PRJNA776746,SRR16676560,,RNA-Seq,100,6227370000,SAMN22818796,1947579266,Human airway epithelial cells,WYSS INSTITUTE,public,"fastq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",343179,GSM5663510,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663510,Human airway epithelial cells,SRP344018,,influenza A virus,,,,,4 hr,,,,,,,COPD
PRJNA776746,SRR16676561,,RNA-Seq,100,5973262800,SAMN22818797,1890159283,Human airway epithelial cells,WYSS INSTITUTE,public,"fastq,sra","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",343179,GSM5663509,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663509,Human airway epithelial cells,SRP344018,,influenza A virus,,,,,4 hr,,,,,,,COPD
PRJNA776746,SRR16676563,,RNA-Seq,100,4993887700,SAMN22818799,1572239498,Human airway epithelial cells,WYSS INSTITUTE,public,"sra,fastq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",655308,GSM5663507,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663507,Human airway epithelial cells,SRP344018,,influenza A virus,,,,,4 hr,,,,,,,NHB
PRJNA776746,SRR16676564,,RNA-Seq,100,6368044300,SAMN22818848,2003460980,Human airway epithelial cells,WYSS INSTITUTE,public,"fastq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",43905,GSM5663458,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663458,Human airway epithelial cells,SRP344018,,control,,,,,4 hr,,,,,,,COPD
PRJNA776746,SRR16676566,,RNA-Seq,100,7953914200,SAMN22818850,2425067590,Human airway epithelial cells,WYSS INSTITUTE,public,"sra,fastq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",103224,GSM5663456,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663456,Human airway epithelial cells,SRP344018,,control,,,,,4 hr,,,,,,,COPD
PRJNA776746,SRR16676567,,RNA-Seq,100,6623518900,SAMN22818800,2082393131,Human airway epithelial cells,WYSS INSTITUTE,public,"fastq,sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",343179,GSM5663506,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663506,Human airway epithelial cells,SRP344018,,influenza A virus,,,,,4 hr,,,,,,,COPD
PRJNA776746,SRR16676568,,RNA-Seq,100,4699291300,SAMN22818801,1473246207,Human airway epithelial cells,WYSS INSTITUTE,public,"sra,fastq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",343179,GSM5663505,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663505,Human airway epithelial cells,SRP344018,,influenza A virus,,,,,4 hr,,,,,,,COPD
PRJNA776746,SRR16676569,,RNA-Seq,100,6735452600,SAMN22818802,2085960766,Human airway epithelial cells,WYSS INSTITUTE,public,"sra,fastq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",655308,GSM5663504,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663504,Human airway epithelial cells,SRP344018,,influenza A virus,,,,,4 hr,,,,,,,NHB
PRJNA776746,SRR16676570,,RNA-Seq,100,5526604000,SAMN22818803,1761712255,Human airway epithelial cells,WYSS INSTITUTE,public,"sra,fastq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",343179,GSM5663503,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663503,Human airway epithelial cells,SRP344018,,control,,,,,4 hr,,,,,,,COPD
PRJNA776746,SRR16676571,,RNA-Seq,100,6422699700,SAMN22818804,1954633858,Human airway epithelial cells,WYSS INSTITUTE,public,"sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",655308,GSM5663502,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663502,Human airway epithelial cells,SRP344018,,influenza A virus,,,,,4 hr,,,,,,,NHB
PRJNA776746,SRR16676572,,RNA-Seq,100,8337758200,SAMN22818805,2571883895,Human airway epithelial cells,WYSS INSTITUTE,public,"fastq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",655308,GSM5663501,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663501,Human airway epithelial cells,SRP344018,,control,,,,,4 hr,,,,,,,NHB
PRJNA776746,SRR16676573,,RNA-Seq,100,5697774000,SAMN22818806,1813208631,Human airway epithelial cells,WYSS INSTITUTE,public,"sra,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",343179,GSM5663500,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663500,Human airway epithelial cells,SRP344018,,control,,,,,4 hr,,,,,,,COPD
PRJNA776746,SRR16676574,,RNA-Seq,100,5850281700,SAMN22818807,1838387614,Human airway epithelial cells,WYSS INSTITUTE,public,"fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",343179,GSM5663499,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663499,Human airway epithelial cells,SRP344018,,control,,,,,4 hr,,,,,,,COPD
PRJNA776746,SRR16676575,,RNA-Seq,100,7749505700,SAMN22818808,2385099827,Human airway epithelial cells,WYSS INSTITUTE,public,"sra,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",655308,GSM5663498,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663498,Human airway epithelial cells,SRP344018,,control,,,,,4 hr,,,,,,,NHB
PRJNA776746,SRR16676576,,RNA-Seq,100,4163430700,SAMN22818809,1335943441,Human airway epithelial cells,WYSS INSTITUTE,public,"fastq,sra","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",343179,GSM5663497,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663497,Human airway epithelial cells,SRP344018,,control,,,,,4 hr,,,,,,,COPD
PRJNA776746,SRR16676577,,RNA-Seq,100,8252302300,SAMN22818810,2522046887,Human airway epithelial cells,WYSS INSTITUTE,public,"fastq,sra","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",655308,GSM5663496,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663496,Human airway epithelial cells,SRP344018,,control,,,,,4 hr,,,,,,,NHB
PRJNA776746,SRR16676578,,RNA-Seq,100,5591372900,SAMN22818811,1762922017,Human airway epithelial cells,WYSS INSTITUTE,public,"sra,fastq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",43905,GSM5663495,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663495,Human airway epithelial cells,SRP344018,,influenza A virus,,,,,18 hr,,,,,,,COPD
PRJNA776746,SRR16676579,,RNA-Seq,100,6706380500,SAMN22818812,2064129510,Human airway epithelial cells,WYSS INSTITUTE,public,"fastq,sra","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",655308,GSM5663494,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663494,Human airway epithelial cells,SRP344018,,control,,,,,4 hr,,,,,,,NHB
PRJNA776746,SRR16676580,,RNA-Seq,100,8497456600,SAMN22818813,2580415733,Human airway epithelial cells,WYSS INSTITUTE,public,"sra,fastq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",103224,GSM5663493,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663493,Human airway epithelial cells,SRP344018,,influenza A virus,,,,,18 hr,,,,,,,COPD
PRJNA776746,SRR16676581,,RNA-Seq,100,7023946200,SAMN22818814,2229265263,Human airway epithelial cells,WYSS INSTITUTE,public,"fastq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",43905,GSM5663492,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663492,Human airway epithelial cells,SRP344018,,influenza A virus,,,,,18 hr,,,,,,,COPD
PRJNA776746,SRR16676582,,RNA-Seq,100,5887812800,SAMN22818815,1859411134,Human airway epithelial cells,WYSS INSTITUTE,public,"fastq,sra","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",43905,GSM5663491,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663491,Human airway epithelial cells,SRP344018,,influenza A virus,,,,,18 hr,,,,,,,COPD
PRJNA776746,SRR16676583,,RNA-Seq,100,7484229000,SAMN22818816,2274973141,Human airway epithelial cells,WYSS INSTITUTE,public,"fastq,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",103224,GSM5663490,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663490,Human airway epithelial cells,SRP344018,,influenza A virus,,,,,18 hr,,,,,,,COPD
PRJNA776746,SRR16676584,,RNA-Seq,100,8481924400,SAMN22818817,2688550492,Human airway epithelial cells,WYSS INSTITUTE,public,"fastq,sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",43905,GSM5663489,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663489,Human airway epithelial cells,SRP344018,,influenza A virus,,,,,18 hr,,,,,,,COPD
PRJNA776746,SRR16676585,,RNA-Seq,100,7637099400,SAMN22818818,2330443706,Human airway epithelial cells,WYSS INSTITUTE,public,"sra,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",103224,GSM5663488,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663488,Human airway epithelial cells,SRP344018,,influenza A virus,,,,,18 hr,,,,,,,COPD
PRJNA776746,SRR16676586,,RNA-Seq,100,2999591200,SAMN22818819,941223794,Human airway epithelial cells,WYSS INSTITUTE,public,"sra,fastq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",103224,GSM5663487,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663487,Human airway epithelial cells,SRP344018,,poly_ic,,,,,18 hr,,,,,,,COPD
PRJNA776746,SRR16676587,,RNA-Seq,100,5169814700,SAMN22818820,1651171552,Human airway epithelial cells,WYSS INSTITUTE,public,"fastq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",43905,GSM5663486,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663486,Human airway epithelial cells,SRP344018,,poly_ic,,,,,18 hr,,,,,,,COPD
PRJNA776746,SRR16676588,,RNA-Seq,100,9022164100,SAMN22818821,2741850031,Human airway epithelial cells,WYSS INSTITUTE,public,"fastq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",103224,GSM5663485,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663485,Human airway epithelial cells,SRP344018,,poly_ic,,,,,18 hr,,,,,,,COPD
PRJNA776746,SRR16676589,,RNA-Seq,100,3961531200,SAMN22818822,1254315766,Human airway epithelial cells,WYSS INSTITUTE,public,"fastq,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",43905,GSM5663484,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663484,Human airway epithelial cells,SRP344018,,poly_ic,,,,,18 hr,,,,,,,COPD
PRJNA776746,SRR16676590,,RNA-Seq,100,2691567600,SAMN22818823,855477747,Human airway epithelial cells,WYSS INSTITUTE,public,"fastq,sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",103224,GSM5663483,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663483,Human airway epithelial cells,SRP344018,,poly_ic,,,,,18 hr,,,,,,,COPD
PRJNA776746,SRR16676591,,RNA-Seq,100,5320491900,SAMN22818824,1663170163,Human airway epithelial cells,WYSS INSTITUTE,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",43905,GSM5663482,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663482,Human airway epithelial cells,SRP344018,,poly_ic,,,,,18 hr,,,,,,,COPD
PRJNA776746,SRR16676592,,RNA-Seq,100,8240022700,SAMN22818825,2503082112,Human airway epithelial cells,WYSS INSTITUTE,public,"sra,fastq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",103224,GSM5663481,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663481,Human airway epithelial cells,SRP344018,,poly_ic,,,,,18 hr,,,,,,,COPD
PRJNA776746,SRR16676594,,RNA-Seq,100,7274184900,SAMN22818827,2218655288,Human airway epithelial cells,WYSS INSTITUTE,public,"fastq,sra","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",103224,GSM5663479,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663479,Human airway epithelial cells,SRP344018,,control,,,,,18 hr,,,,,,,COPD
PRJNA776746,SRR16676595,,RNA-Seq,100,4533576600,SAMN22818828,1449555632,Human airway epithelial cells,WYSS INSTITUTE,public,"fastq,sra","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",43905,GSM5663478,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663478,Human airway epithelial cells,SRP344018,,control,,,,,18 hr,,,,,,,COPD
PRJNA776746,SRR16676596,,RNA-Seq,100,6841896300,SAMN22818829,2083484972,Human airway epithelial cells,WYSS INSTITUTE,public,"sra,fastq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",103224,GSM5663477,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663477,Human airway epithelial cells,SRP344018,,control,,,,,18 hr,,,,,,,COPD
PRJNA776746,SRR16676597,,RNA-Seq,100,5661313200,SAMN22818830,1782027071,Human airway epithelial cells,WYSS INSTITUTE,public,"sra,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",43905,GSM5663476,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663476,Human airway epithelial cells,SRP344018,,control,,,,,18 hr,,,,,,,COPD
PRJNA776746,SRR16676598,,RNA-Seq,100,7083780100,SAMN22818831,2152649030,Human airway epithelial cells,WYSS INSTITUTE,public,"fastq,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",103224,GSM5663475,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663475,Human airway epithelial cells,SRP344018,,control,,,,,18 hr,,,,,,,COPD
PRJNA776746,SRR16676599,,RNA-Seq,100,7553631300,SAMN22818832,2397681401,Human airway epithelial cells,WYSS INSTITUTE,public,"fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",43905,GSM5663474,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663474,Human airway epithelial cells,SRP344018,,control,,,,,18 hr,,,,,,,COPD
PRJNA776746,SRR16676601,,RNA-Seq,100,6461761600,SAMN22818834,2084726494,Human airway epithelial cells,WYSS INSTITUTE,public,"sra,fastq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",43905,GSM5663472,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663472,Human airway epithelial cells,SRP344018,,control,,,,,18 hr,,,,,,,COPD
PRJNA776746,SRR16676603,,RNA-Seq,100,6683233500,SAMN22818836,2097186269,Human airway epithelial cells,WYSS INSTITUTE,public,"fastq,sra","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",43905,GSM5663470,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663470,Human airway epithelial cells,SRP344018,,influenza A virus,,,,,4 hr,,,,,,,COPD
PRJNA776746,SRR16676604,,RNA-Seq,100,5874022400,SAMN22818837,1845862778,Human airway epithelial cells,WYSS INSTITUTE,public,"sra,fastq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",43905,GSM5663469,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663469,Human airway epithelial cells,SRP344018,,influenza A virus,,,,,4 hr,,,,,,,COPD
PRJNA776746,SRR16676605,,RNA-Seq,100,5838951900,SAMN22818838,1788621788,Human airway epithelial cells,WYSS INSTITUTE,public,"fastq,sra","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",103224,GSM5663468,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663468,Human airway epithelial cells,SRP344018,,influenza A virus,,,,,4 hr,,,,,,,COPD
PRJNA776746,SRR16676606,,RNA-Seq,100,5795572300,SAMN22818839,1776794371,Human airway epithelial cells,WYSS INSTITUTE,public,"fastq,sra","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",103224,GSM5663467,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663467,Human airway epithelial cells,SRP344018,,influenza A virus,,,,,4 hr,,,,,,,COPD
PRJNA776746,SRR16676607,,RNA-Seq,100,6126452100,SAMN22818840,1928166607,Human airway epithelial cells,WYSS INSTITUTE,public,"sra,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",43905,GSM5663466,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663466,Human airway epithelial cells,SRP344018,,influenza A virus,,,,,4 hr,,,,,,,COPD
PRJNA776746,SRR16676608,,RNA-Seq,100,6724809700,SAMN22818841,2041539438,Human airway epithelial cells,WYSS INSTITUTE,public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",103224,GSM5663465,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663465,Human airway epithelial cells,SRP344018,,influenza A virus,,,,,4 hr,,,,,,,COPD
PRJNA776746,SRR16676609,,RNA-Seq,100,4476963400,SAMN22818842,1409155880,Human airway epithelial cells,WYSS INSTITUTE,public,"fastq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",43905,GSM5663464,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663464,Human airway epithelial cells,SRP344018,,influenza A virus,,,,,4 hr,,,,,,,COPD
PRJNA776746,SRR16676610,,RNA-Seq,100,5776677300,SAMN22818843,1830689387,Human airway epithelial cells,WYSS INSTITUTE,public,"fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",43905,GSM5663463,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663463,Human airway epithelial cells,SRP344018,,control,,,,,4 hr,,,,,,,COPD
PRJNA776746,SRR16676611,,RNA-Seq,100,6387900600,SAMN22818844,1953869808,Human airway epithelial cells,WYSS INSTITUTE,public,"sra,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",103224,GSM5663462,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663462,Human airway epithelial cells,SRP344018,,influenza A virus,,,,,4 hr,,,,,,,COPD
PRJNA776746,SRR16676612,,RNA-Seq,100,4800334400,SAMN22818845,1519592715,Human airway epithelial cells,WYSS INSTITUTE,public,"fastq,sra","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",43905,GSM5663461,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663461,Human airway epithelial cells,SRP344018,,control,,,,,4 hr,,,,,,,COPD
PRJNA776746,SRR16676613,,RNA-Seq,100,7294584200,SAMN22818846,2214351893,Human airway epithelial cells,WYSS INSTITUTE,public,"fastq,sra","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",103224,GSM5663460,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663460,Human airway epithelial cells,SRP344018,,control,,,,,4 hr,,,,,,,COPD
PRJNA776746,SRR16676614,,RNA-Seq,100,6467732700,SAMN22818847,1977240655,Human airway epithelial cells,WYSS INSTITUTE,public,"fastq,sra","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",103224,GSM5663459,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663459,Human airway epithelial cells,SRP344018,,control,,,,,4 hr,,,,,,,COPD
PRJNA776746,SRR16676558,,RNA-Seq,100,3205118400,SAMN22818794,1016769807,Human airway epithelial cells,WYSS INSTITUTE,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",343179,GSM5663512,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663512,Human airway epithelial cells,SRP344018,,control,,,,,18 hr,,,,,,,COPD
PRJNA776746,SRR16676600,,RNA-Seq,100,6146805000,SAMN22818833,1870871514,Human airway epithelial cells,WYSS INSTITUTE,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",103224,GSM5663473,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663473,Human airway epithelial cells,SRP344018,,control,,,,,18 hr,,,,,,,COPD
PRJNA776746,SRR16676482,,RNA-Seq,100,4629459500,SAMN22818718,1461605985,Human airway epithelial cells,WYSS INSTITUTE,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",436083,GSM5663588,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663588,Human airway epithelial cells,SRP344018,,influenza A virus,,,,,4 hr,,,,,,,COPD
PRJNA776746,SRR16676496,,RNA-Seq,100,5711367900,SAMN22818732,1812267483,Human airway epithelial cells,WYSS INSTITUTE,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",440551,GSM5663574,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663574,Human airway epithelial cells,SRP344018,,influenza A virus,,,,,18 hr,,,,,,,COPD
PRJNA776746,SRR16676499,,RNA-Seq,100,4518603400,SAMN22818735,1410168939,Human airway epithelial cells,WYSS INSTITUTE,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",626776,GSM5663571,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663571,Human airway epithelial cells,SRP344018,,influenza A virus,,,,,18 hr,,,,,,,NHB
PRJNA776746,SRR16676475,,RNA-Seq,100,5992519300,SAMN22818711,1841378033,Human airway epithelial cells,WYSS INSTITUTE,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",623950,GSM5663595,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663595,Human airway epithelial cells,SRP344018,,control,,,,,18 hr,,,,,,,NHB
PRJNA776746,SRR16676483,,RNA-Seq,100,5293713300,SAMN22818719,1625570280,Human airway epithelial cells,WYSS INSTITUTE,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",623950,GSM5663587,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663587,Human airway epithelial cells,SRP344018,,influenza A virus,,,,,4 hr,,,,,,,NHB
